config_name,weight_file,date,conf_thresh,nms_thresh,topk,AP50_95,AP50,AP75,AP_Normal,AP_Easy,AP_Medium,AP_Hard,AP_Outside,Center_Errors,Center_Errors_normal,Center_Errors_easy,Center_Errors_medium,Center_Errors_hard,Center_Errors_outside,SE_Pred,CE_Pred_GT,mIoU,mIoU_int,pixelAP
yoloh_expand-50-DC5-640-expand-attn-2enc-2dec-C2F_tconv_decoder_lq0-noposvalue-rope-residual-tconv-2scale-2,yoloh_expand-50-DC5-640-expand-attn-2enc-2dec-C2F_tconv_decoder_lq0-noposvalue-rope-residual-tconv-2scale-2_epoch_14_Thu18Sep2025-014729.pth,2025-10-08 12:23:37,0.0,0.7,1000,0.22271568943083517,0.2306809123783808,0.168470547678164,0.7801252685804352,0.6668966029644324,0.021747116668455923,0.003399017502254122,,0.0594329488219544,0.0023682900124696415,0.006697041148896711,0.015091886905279567,0.11924299211951046,,0.9399408412580731,0.8815713010959034,0.1870074333278697,0.27174120556030956,0.17539598438262688
